id,message,label
2498,what is the time in beijing,datetime_query
4064,tell me jokes,general_joke
4109,"shit, you've done a task wrong.",general_negate
715,turn on the tunes,play_music
1494,set the volume to low,audio_volume_down
5645,turn on socket,iot_wemo_on
4823,start the vacuum for me,iot_cleaning
9598,order a train ticket to los angeles,transport_ticket
9586,could you make a train ticket for me,transport_ticket
7647,define loquaciousness,qa_definition
10976,call china king chinese restaurant,takeaway_order
6959,i'm thinking of a number one to ten,play_game
2623,tell me the time now,datetime_query
10163,open calendar and make an event reminder,calendar_set
9325,what times do the trains run between here and the met,transport_query
2148,set a reminder for twelve thirty meeting with the boss,calendar_set
3394,olly will you cancel it.,general_commandstop
4320,"you are smart, olly.",general_praise
6326,who sung this,music_query
8043,do you know math,qa_maths
1531,lower speaker volume,audio_volume_down
9590,book me a return trip from edinburgh to london by train,transport_ticket
3716,would not really mind.,general_dontcare
2437,how many hours difference is there between london and new york,datetime_convert
9035,order two pizzas from dominoes,takeaway_order
5112,rotate the light colors,iot_hue_lightchange
8986,i want to order some food,takeaway_order
10340,doesn't really matter to me.,general_dontcare
3600,could you please check and confirm details.,general_confirm
2009,i'm not doing thing this week,calendar_remove
4925,please make me some coffee,iot_coffee
8911,what is the latest from my feed,social_query
8110,how much was airtel sold for sometime back,qa_stock
10446,would you do it again.,general_repeat
5708,this item should be added to the list,lists_createoradd
7847,rowan atkinson info,qa_factoid
2759,inform me of my new emails,email_query
55,lower volume by fifty percent,audio_volume_down
6344,who is the singer of song,music_query
9932,open the weather app,weather_query
4882,can you please make me a cup of black coffee,iot_coffee
4954,please make ke a coffee,iot_coffee
5632,can you turn off the smart socket,iot_wemo_off
10553,make lights brightener,iot_hue_lightup
645,tell me the name of this music,music_query
7470,i want to hear this week's midweek motorsport,play_radio
8671,tweet a complaint to comcast,social_post
10950,complain to philips,social_post
6194,i like music,music_likeness
10982,order one burger,takeaway_order
7456,broadcast the health show from the kitchen,play_radio
3358,olly that would be all.,general_commandstop
8914,show me my social media notifications,social_query
6450,what song am i listening to,music_query
8764,can you tweet lif about their app crashing,social_post
3418,would you shut up please.,general_commandstop
2812,do i have any mail,email_query
1940,whats my schedule today,calendar_query
6481,please set the equalizer in the party mode,music_settings
5652,start the laundry,iot_wemo_on
6233,i am the living blues,music_likeness
10285,yes that is confirmed.,general_affirm
347,tell me random joke,general_joke
4962,can you make some coffee,iot_coffee
685,play from this point from this audiobook,play_audiobook
2341,i need the recipe for hot cross buns,cooking_recipe
779,how much is the us dollar worth in canada,qa_currency
6769,continue playing where i left off,play_audiobook
4833,cleaning is good dust is so bad do now your magic clean my carpet,iot_cleaning
606,delete item,lists_remove
650,repeat previous song,music_settings
50,lower the speak volume,audio_volume_down
272,will you please shut down.,general_commandstop
2624,what is the time in milwaukee,datetime_query
2182,make a calendar entry for next saturday at ten am please,calendar_set
10550,switch on light,iot_hue_lighton
10231,jane doe emails,email_query
10857,solve the calculation,qa_maths
9647,read the ticket for tesla,transport_ticket
6424,what type of music do i enjoy,music_query
4941,could you fix me some coffee,iot_coffee
7906,where was marlon brando born,qa_factoid
3477,can you shut up.,general_commandstop
4728,please turn on roomba,iot_cleaning
2910,select the information on the contact,email_querycontact
7797,where is place,qa_factoid
2156,put a seven pm meeting time down for march fourteenth,calendar_set
4969,make five coffee tell the coffee machine,iot_coffee
1615,stay quiet,audio_volume_mute
8921,what was the last thing my mom said,social_query
4355,that's good one.,general_praise
3380,please would you just cancel it.,general_commandstop
5093,blue lights please,iot_hue_lightchange
10957,what are the latest tweets on my twitter account,social_query
7500,what is the exchange rate between the dollar and the euro currently,qa_currency
6002,what's next on my list,lists_query
8787,tweet consumer service,social_post
2647,what time is it in new york city,datetime_query
7682,what does pesto mean,qa_definition
6754,start from last time on my audio book,play_audiobook
10811,current forex rates,qa_currency
8908,what's trending on social media,social_query
5056,i want purple lights,iot_hue_lightchange
9353,take me to tnagar,transport_query
5064,turn the lights blue,iot_hue_lightchange
5855,add spent five dollars in my expenses list,lists_createoradd
8905,new updates,social_query
5934,provide what is there on the list,lists_query
4740,start vacuum,iot_cleaning
419,i would like to hear the last one spoken again.,general_repeat
10588,add appointment to list,lists_createoradd
2251,thirteenth june is a day of election result please set it,calendar_set
4028,find funny jokes,general_joke
9565,confirm a travel ticket to german,transport_ticket
4243,"you are awesome, thanks.",general_praise
2901,what's leon's email,email_querycontact
440,have the vacuum cleaner clean the room,iot_cleaning
9223,last take away order,takeaway_query
9589,travel book a train ticket,transport_ticket
8926,myspace,social_query
1571,please pause yourself,audio_volume_mute
3538,would you please check that.,general_confirm
508,power off the current,iot_hue_lightoff
291,could you check my last question.,general_confirm
5139,change light whenever i find myself in my house,iot_hue_lightchange
8830,has anyone follow me today on twitter today,social_query
2481,change the time zone from irish time zone to moscow time zone,datetime_convert
7861,info of rowan atkinson,qa_factoid
5464,bring up all the runner lights,iot_hue_lightup
8319,any activity in the area,recommendation_events
8266,search for any upcoming book fairs during next week in washington dc,recommendation_events
10477,start vacuum cleaner now,iot_cleaning
123,notify me when the event is going to take place,calendar_set
8792,snapchat,social_post
9044,schedule pizza takeout for seven pm,takeaway_order
5764,my new work schedule list,lists_createoradd
10028,what is the weather this friday,weather_query
817,who assassinated lincoln,qa_factoid
7381,start radio and go to frequency on nine hundred and forty three,play_radio
5238,lower the overhead lights,iot_hue_lightdim
9010,please order take from jason's deli,takeaway_order
7790,describe to me what a ball looks like,qa_definition
2254,make a repeating reminder for tomorrow,calendar_set
6727,continue pride and prejudice,play_audiobook
10366,"s1, please elaborate further on it to me.",general_explain
7378,play bbc radio,play_radio
4951,brew a pot of coffee,iot_coffee
10279,please send a reminder email to peter and ask him how long he will be taking to prepare the presentation ppt,email_sendemail
1320,reset alarm,alarm_remove
4997,i need to change the color of this light,iot_hue_lightchange
2222,tell me when i need to leave the airport,calendar_set
7811,what johncena do,qa_factoid
8922,what's happening on social media right now,social_query
1560,please stop for a bit,audio_volume_mute
3406,olly please would you shut down.,general_commandstop
6744,play the twilight book,play_audiobook
4874,i would like to have a cup of coffee,iot_coffee
11092,when is the next time it will rain,weather_query
2051,is there a way to clear my calendar,calendar_remove
6576,what is happening with brexit today,news_query
9707,google can you book me a ticket on the train for tomorrow,transport_ticket
10718,i want to resume where i last left off in my audio book,play_audiobook
1741,please decrease the volume of this song,audio_volume_up
583,most viewed list,lists_query
9006,order a large plain pizza from mimo's for me,takeaway_order
1207,alarms,alarm_query
1668,please be silent,audio_volume_mute
6567,what is trending,news_query
266,yeah strongly agree.,general_affirm
373,"uhh no, incorrect command.",general_negate
9347,how do i get to poughkeepsie from new york city,transport_query
3712,do not really bother.,general_dontcare
3669,"anything will be good with me, olly.",general_dontcare
3971,"s1, rephrase this further.",general_explain
497,hey olly make the lights a little dimmer,iot_hue_lightdim
4246,you've done it correctly thank you.,general_praise
10116,how the list of upcoming events,calendar_query
9202,take out available louies,takeaway_query
4180,i am sorry but it's not correct response.,general_negate
4643,please could you replay.,general_repeat
5367,turn off the lamps,iot_hue_lightoff
5921,can you tell me whats on my shopping list,lists_query
5839,add new items in the remainder list,lists_createoradd
4279,"that's good one, olly.",general_praise
721,after this song play atmosphere,play_music
8288,what's the next event at the library,recommendation_events
4416,tell me about this person,general_quirky
4445,today i couldn't find my phone,general_quirky
462,prepare coffee now,iot_coffee
4707,turn on my robot vacuum cleaner now,iot_cleaning
8873,give me some funny facebook posts,social_query
6702,resume lord of the rings,play_audiobook
1848,what events are scheduled this week,calendar_query
5968,please show my list,lists_query
3709,i would not bother.,general_dontcare
9723,is the traffic bad enough that i should leave early,transport_traffic
8296,recommend a blue grass band event within twenty miles of manchester ma this week,recommendation_events
10938,tweet consumer service that the quantity is wrong,social_post
1874,anything interesting happening next friday,calendar_query
993,how long does it take to get from here to chicago by train,transport_query
6523,disable shuffle,music_settings
4562,one more time again.,general_repeat
872,when is the yearly cultural event coming up,recommendation_events
1219,what time is alarm set for,alarm_query
3204,you have done it correcly.,general_affirm
6857,let's roll the dice,play_game
10584,please put bread on the grocery list,lists_createoradd
2315,recipes,cooking_recipe
3744,"i wouldn't bother, olly.",general_dontcare
9467,call me a cab,transport_taxi
10613,lists i have,lists_query
1372,please wake me up at eight am,alarm_set
6414,what genre is this song in,music_query
9465,can you book an uber for me,transport_taxi
915,i want to tweet a complaint on apples phone issues,social_post
7656,definition of velocity,qa_definition
2963,tell me about mary s.,email_querycontact
6224,rate this song five stars and save the rating,music_likeness
9377,find me a train ticket for the next trip to washington dc,transport_query
8666,place family phone on instagram,social_post
9999,tell me the temperature in pheonix,weather_query
2336,what do you use to make cookies,cooking_recipe
5118,romantic light setting please,iot_hue_lightchange
9304,show directions to pondy,transport_query
7452,i want to hear this radio station now,play_radio
2787,any new emails for me,email_query
7921,how tall is roraima mount,qa_factoid
10012,it is very hot today is not it,weather_query
9316,tell me how to get from here to the chimes in covington,transport_query
9374,how do i get to starbucks,transport_query
10332,please confirm it.,general_confirm
10939,tweet walmart and tell them their customer service is horrible,social_post
7083,play my motivational playlist,play_music
8875,what was the latest post,social_query
8773,i would like to place a call to amazon customer service,social_post
8888,do i have any new messages in twitter instagram or facebook,social_query
7613,what is the current value of yen in american money,qa_currency
1722,make the speaker volume on maximum,audio_volume_up
1914,do i have a busy day today,calendar_query
5531,turn out the lights,iot_hue_lightup
7167,play the next episode of drunks and dragons please,play_podcasts
3870,will you further elaborate me on it please.,general_explain
7434,go to the station fm ninety six point five,play_radio
6305,thumbs up this song,music_likeness
2872,are there new emails for me,email_query
4198,"wait, i think that's not the correct command.",general_negate
217,what is jeff's number,email_querycontact
4329,"it's helpful, musch appreciated, olly.",general_praise
2390,how to make cheesecake,cooking_recipe
5838,add detergent to the list of things i need to buy,lists_createoradd
2855,which new emails were received,email_query
10361,would you elaborate your words once again to me please.,general_explain
7536,how much is the euro versus the canadian dollar,qa_currency
8139,will it be good to buy nike stock today,qa_stock
2881,please find a mail address of manoj and tell me,email_querycontact
5535,set lights to full power,iot_hue_lightup
1871,do i have any get togethers this week,calendar_query
1719,turn up media volume,audio_volume_up
6319,which song is currently playing,music_query
3730,"whatever is good with me, olly.",general_dontcare
9354,how much is a train ticket to san fransisco,transport_query
2217,add event to date,calendar_set
1211,what time have you set the alarm,alarm_query
9903,will it be rainy tomorrow,weather_query
7604,what is a peso worth in dollars,qa_currency
3381,i'd like you cancel it.,general_commandstop
3605,please confirm last thing said.,general_confirm
1235,stop wake up calls for this week,alarm_remove
9157,is gus's a take out place,takeaway_query
5700,add a tab to the shopping list,lists_createoradd
9620,i need a ticket for a train ride to atlanta,transport_ticket
6428,hotel california is sung by whom,music_query
1428,set an alarm for seven thirty am,alarm_set
1478,wake me at seven am,alarm_set
9981,what's the current temperature outside,weather_query
4753,get the roomba to clean the kitchen,iot_cleaning
8919,social info,social_query
3019,what is bob stevens phone number it is in my contacts,email_querycontact
655,what were the cities affected by the earthquake,news_query
11072,is the traffic free in some particular road,transport_traffic
10441,are you happy today,general_quirky
1512,down,audio_volume_down
7420,find radio,play_radio
2228,alter lunch event to repeat every friday,calendar_set
3478,olly can you shut up please.,general_commandstop
537,deactive the socket,iot_wemo_off
4276,"you have done it right musch appreciated, olly.",general_praise
59,mute my speakers for a minute here i need to make a call,audio_volume_mute
4971,please help serve me coffee with a no sugar,iot_coffee
7735,whats the definition of indignation,qa_definition
1205,what alarms i have set,alarm_query
1481,i need an alarm for sunday at eight am can you please set one for me,alarm_set
10452,can you say it one more time again please.,general_repeat
7629,what is the dollar against the pound,qa_currency
10598,begin new list of lottery numbers,lists_createoradd
5080,i want to change the light colors,iot_hue_lightchange
2733,have i received any emails since noon,email_query
8096,can you tell me the price of google stock,qa_stock
5224,color of light should be dimmed bright,iot_hue_lightdim
4613,please will you say that one more again.,general_repeat
5589,switch off the power,iot_wemo_off
4092,thanks but i think that was not the correct command.,general_negate
9076,order the usual from turiellos pizza,takeaway_order
5559,switch off the plug socket,iot_wemo_off
2218,schedule meeting with laura,calendar_set
6418,what is the name of this musical group,music_query
3962,didn't understand your answers.,general_explain
6647,what's the news from source,news_query
9922,what is the weather like in grand rapids mi,weather_query
7877,where do the rocky mountains start,qa_factoid
7756,can i get the definition to ambulance,qa_definition
9613,confirm a railway reservation ticket to california,transport_ticket
1380,get me up at eight am,alarm_set
10035,tell me my alarms,alarm_query
3602,i would like you check and confirm it please.,general_confirm
911,tell comcast i am still on hold,social_post
7212,play last reason podcast,play_podcasts
6762,continue audiobook playback,play_audiobook
5900,what else do i have on the list,lists_query
6711,resume the two towers audiobook,play_audiobook
5169,lessen the the light glow,iot_hue_lightdim
9430,i am going to chinatown in half an hour book an uber for me,transport_taxi
5975,check my to do list,lists_query
7071,i would like to hear some rap music,play_music
1090,show me my alarms i have set,alarm_query
6515,repeat the last song again,music_settings
2517,what's the time for neighboring city,datetime_query
7099,play music,play_music
4133,i am sorry but i think it's not the right command.,general_negate
5695,turn on switch of wemo socket,iot_wemo_on
1949,what do i have next to do,calendar_query
882,where is the shopping mall for shirts,recommendation_locations
5942,open note pad,lists_query
2353,what type of cheese do i need for my enchiladas,cooking_recipe
11067,which route has less traffic today,transport_traffic
6908,want to play a game,play_game
10564,make lights brightener,iot_hue_lightup
568,make a new list of dog breeds,lists_createoradd
5630,turn off wemo plug in game room,iot_wemo_off
8132,show stock of goog,qa_stock
6603,what's happened in the news recently,news_query
6329,what is the name of this song,music_query
726,play tonic,play_music
4410,i want it to be able to tell me statistics about things it's done for me like how often i've eaten out this month,general_quirky
111,make sure there is no events on my calendar,calendar_remove
10210,the time in cairo please,datetime_query
7988,tell me what the product of eighteen and thirty one is,qa_maths
10530,turn down the lights,iot_hue_lightdim
3778,i do not know.,general_dontcare
514,can you make sure the kitchen light is off,iot_hue_lightoff
2297,i want to know the procedure of making thanksgiving turkey in five sentences,cooking_recipe
188,add contacts n mail,email_addcontact
10977,please order some sushi for dinner,takeaway_order
4079,sorry but it was not the correct response.,general_negate
5590,switch off the wemo plug socket,iot_wemo_off
3450,olly i would like you just cancel it.,general_commandstop
8936,what's new in facebook,social_query
9757,how long will it take to get home,transport_traffic
1385,please create a new alarm,alarm_set
10399,i am sorry but you did not interpret command right.,general_negate
7702,i would like to know the meaning of word,qa_definition
5662,wemo socket on,iot_wemo_on
8999,what places can i order takeout from near by,takeaway_order
5272,can you turn off the lights,iot_hue_lightoff
5122,change to blue,iot_hue_lightchange
9263,when does the train from kansas city to iowa leave,transport_query
1153,what alarms do i got,alarm_query
4127,i asked for something else.,general_negate
6922,search for the correct game,play_game
8183,what is the stock price for lexmark,qa_stock
1304,turn off all alarms,alarm_remove
5845,prepare a new list,lists_createoradd
9291,i want to go to mcdo,transport_query
5744,add eggs to the list,lists_createoradd
9779,show traffic in ohio,transport_traffic
2085,change my plan erase my next event,calendar_remove
960,get me a turkey jimmy johns sub and set it to be delivered at five pm tonight,takeaway_order
6077,remove noodles from the list,lists_remove
1981,please delete all meetings of today after seven pm,calendar_remove
8115,how high is the s n. p,qa_stock
2381,what's the recipe for fried chicken,cooking_recipe
6670,show me the latest news from the un,news_query
1504,please change the volume low of the speakers,audio_volume_down
4428,what would be the a perfectly nutritionally balanced meal for dinner,general_quirky
4563,will you retry it please.,general_repeat
6032,i want you to remove the item from the list,lists_remove
3085,send will do thanks to john as a reply to his last message,email_sendemail
7837,where is stonehenge,qa_factoid
1382,please set my alarm clock for eight am,alarm_set
8811,let me know if linda posts anything on my facebook today,social_query
4009,make me smile by telling a joke,general_joke
1065,are you sure its going to rain tomorrow,weather_query
5323,turn off the bedroom lamp,iot_hue_lightoff
873,what's happening around town,recommendation_events
7325,play my favorite station,play_radio
7776,define organism,qa_definition
4247,"you are my hero, thank you so much, olly.",general_praise
2393,how long do i chill an icebo pie,cooking_recipe
9460,book a taxi for me,transport_taxi
364,thanks but you have understood this wrongly.,general_negate
1506,please turn the volume down,audio_volume_down
7021,play any song of arijit singh,play_music
157,tell me the preparation method for chicken sixty five,cooking_recipe
6999,will play chess,play_game
8254,what are the local events,recommendation_events
9332,calculate the travel time if i go to orlando by train,transport_query
7043,best rap music,play_music
10004,should i bring an umbrella today,weather_query
619,i favorite singer is arijit singh find his voice on radio,music_likeness
10958,tell me what's happening on instagram,social_query
49,please talk softer,audio_volume_down
6014,give me the details on purchase order,lists_query
4514,why people like movies,general_quirky
5634,mute your android phone when you arrive at work,iot_wemo_off
167,change mountain standard to pacific,datetime_convert
3224,yeap amazing response to command.,general_affirm
1457,set alarm for nine am,alarm_set
6936,please play clash of clans,play_game
11046,open lyft,transport_taxi
2230,please remind me of all the nba scores in a week,calendar_set
2076,delete all events and content from my calendar,calendar_remove
3877,please rephrase more on what you have just said to me.,general_explain
4135,thats not it please do it again.,general_negate
4705,activate robot vacuum,iot_cleaning
1026,book and pay for a train ticket to denver for saturday,transport_ticket
447,turn on the roomba,iot_cleaning
985,directions please,transport_query
1856,what day is this event scheduled for,calendar_query
5856,make a list about selena gomez concert schedule,lists_createoradd
8632,name a rom com movie playing in and around new york theatres,recommendation_movies
7650,what is the meaning of this word,qa_definition
10609,what is on my shopping list today,lists_query
6829,playback tom clancy splinter cell,play_audiobook
4665,i want to hear what i've just said again.,general_repeat
10797,change the station to eighty two point four,play_radio
3163,schedule text messages for later,email_sendemail
7465,scan the radio for howard stern,play_radio
10769,i want to listen to a new podcast on healthcare,play_podcasts
5027,change lights to pink,iot_hue_lightchange
8998,order a pizza,takeaway_order
9705,book a train ticket from mumbai to goa,transport_ticket
10402,"shit, you made a mistake, please correct this.",general_negate
5461,raise lights to full power,iot_hue_lightup
6121,clear list,lists_remove
3343,you have gotten that exactly.,general_affirm
8670,tweet starbucks and say that the customer service is awful,social_post
8189,tell me amd stock prices,qa_stock
8843,what is happening on facebook,social_query
5372,turns my son's room lights off,iot_hue_lightoff
95,list out my upcoming events,calendar_query
609,delete my grocery list in my notes,lists_remove
7706,please search for this word,qa_definition
2444,convert twenty one thirty from gtm four to g. m. t. four thirty,datetime_convert
2635,what day of the week is it,datetime_query
10264,can you reply to the email,email_sendemail
5474,make this room brighter,iot_hue_lightup
9091,schedule a delivery from food at the nearby takeaway diner,takeaway_order
4611,let's try it again.,general_repeat
8943,check instagram,social_query
3325,yeah amazing response.,general_affirm
5033,change your colors to green,iot_hue_lightchange
3313,yeah that was fantastic.,general_affirm
1005,call a taxi,transport_taxi
6733,resume my audiobook from the beginning of the last chapter i started,play_audiobook
10044,all alarms,alarm_query
10088,please do not answer,audio_volume_mute
2779,check someone's recent emails,email_query
8783,post to twitter trump is such an ass,social_post
9191,any restaurant in the beautiful,takeaway_query
370,"wait, this is not the correct answer.",general_negate
10837,why are whales big,qa_factoid
1422,get me up in half an hour,alarm_set
2240,schedule a sales meeting for wednesday at eleven am,calendar_set
8064,what is two plus four,qa_maths
6563,show current news from bbc,news_query
2633,what is the time for the eastern time zone,datetime_query
10629,remove the list called party time,lists_remove
8653,bring up facebook and wish a happy birthday to the country usa,social_post
7145,play the veldt by,play_music
1434,please wake me up at seven thirty am,alarm_set
10406,i don't think thats right.,general_negate
7362,play am,play_radio
8635,what movies are showing in cinema today,recommendation_movies
2338,how can a cook risotto,cooking_recipe
1117,what time do i have my alarm set for tomorrow,alarm_query
1032,please purchase a amtrak ticket from las vegas nevada to lakeland florida leaving on the first of april,transport_ticket
2152,can you remind me of sunday gym every saturday evening,calendar_set
5823,make a new list for me,lists_createoradd
3794,does not really matter to me.,general_dontcare
2582,what is the current date today,datetime_query
9266,route to melbourne,transport_query
5324,turn off the living room lights,iot_hue_lightoff
2281,recipe for crabmeat,cooking_recipe
5023,go to setting,iot_hue_lightchange
4425,good restaurants,general_quirky
5603,can you please turn off the wemo plug socket,iot_wemo_off
1438,set my alarm for eight am,alarm_set
4203,i am sorry but you got that incorrectly.,general_negate
5604,i want you to turn off the plug socket before the cellphone is charged,iot_wemo_off
4842,coffee,iot_coffee
7767,blanket definition,qa_definition
5154,lower lights,iot_hue_lightdim
2930,tell me the area code for jen k,email_querycontact
6211,that's a good song,music_likeness
6043,delete bread from shopping list,lists_remove
4929,turn on coffee machine and make a pot of coffee,iot_coffee
10451,tell me once more.,general_repeat
1246,one pm removed,alarm_remove
5916,please read me my current lists,lists_query
924,complain to mcdonalds twitter about my burger,social_post
8241,what events are scheduled for this weekend in me area,recommendation_events
4797,start cleaning robot cleaner,iot_cleaning
1321,remove the alarm,alarm_remove
7531,foreign exchange rates,qa_currency
3913,what did you mean by saying this.,general_explain
6676,notification regarding the new iphone release update,news_query
5577,outlet off,iot_wemo_off
2227,don't let me forget i have a parent teacher conference this monday at four hundred pm,calendar_set
6572,check for recent news stories on msnbc,news_query
6655,cnn world news,news_query
3763,whatever.,general_dontcare
4539,friend updates,general_quirky
4412,what do you think was the best decade,general_quirky
11060,book me a train ticket to newcastle,transport_ticket
2219,remind me on fifth march of every year to arrange wedding anniversary presents,calendar_set
4300,"it's fantastic, thanks.",general_praise
3500,that is enough.,general_commandstop
7522,what is one dollar in euros,qa_currency
1474,remind me at five pm,alarm_set
9095,give me the best pizza deals offered today,takeaway_order
5732,remind me to order more soap,lists_createoradd
3050,send the email to john,email_sendemail
6084,please delete this file,lists_remove
5834,add paav bhaji in menu card,lists_createoradd
6214,i like jazz,music_likeness
8598,what movie should i see,recommendation_movies
2644,current time new york,datetime_query
333,please will you clarify me more on that.,general_explain
7239,start the gilmore guys,play_podcasts
7347,play new radio channel,play_radio
566,i need to make a list,lists_createoradd
6508,put the current song on repeat,music_settings
4491,do homework for me please,general_quirky
3453,i like you just cancel.,general_commandstop
5496,raise the lamp's light,iot_hue_lightup
5835,add coffee to the grocery list,lists_createoradd
2991,what's jesse's number,email_querycontact
32,set an alarm for me for tomorrow,alarm_set
9630,i need to book rajdhani train ticket from mumbai to ahmedabad,transport_ticket
4012,joke me,general_joke
2516,what day of the week does the fifteenth of march fall on,datetime_query
6774,play my bookmarked audiobook,play_audiobook
2903,do i have a work number for susan,email_querycontact
5594,shut down the plug,iot_wemo_off
131,remind me to call my grandma this sunday,calendar_set
7261,play compassionate cook episode twenty three,play_podcasts
169,date today,datetime_query
3248,yes that's correct.,general_affirm
3762,do not mind for any one.,general_dontcare
2961,show me my contacts,email_querycontact
1995,remove all the reminders from the calendar,calendar_remove
6650,olly schedule a news update for tomorrow morning at seven am,news_query
8594,what movies are going around me,recommendation_movies
5457,can you please turn up the lights,iot_hue_lightup
7243,play current episode,play_podcasts
6701,start playing again,play_audiobook
4668,will you speak it once again.,general_repeat
1137,what alarms do i have set for thursday,alarm_query
8775,i would want you to tweet for me at india consumer complaints forum regarding the late delivery of gas cylinder,social_post
7247,play the next episode of radiolab,play_podcasts
5884,pull up the shopping list,lists_query
9902,whether it would be sunny in califonia,weather_query
10271,send an email to mom subject weather body what is the weather like there this week,email_sendemail
631,what movie is this song from,music_query
1670,volume control,audio_volume_mute
4599,i need to hear that sentence said again.,general_repeat
8584,what movies are playing this week,recommendation_movies
3999,make me laugh i want to hear a joke,general_joke
5209,dim the lights to level two,iot_hue_lightdim
3408,would you stop please.,general_commandstop
5303,lights turn off,iot_hue_lightoff
4227,"uh no, i think you have done task in wrong manner.",general_negate
9212,can i get delivery from here,takeaway_query
1810,when and where is june's birthday party,calendar_query
9987,am i going to swim or work today,weather_query
7748,please search for dining tables,qa_definition
2084,cancel dentist appointment for this week,calendar_remove
9048,please order me pizza and wings from papa johns now,takeaway_order
234,pull up kate's email and write that i will let her know,email_sendemail
8879,any new interests from linda,social_query
7222,ted talks,play_podcasts
